r-1 0 0 0
r 2 2 2
r+1 3.75 3.75 3.75
r+2 5.515625 5.515625 5.515625
r+3 6.345989227 6.994426727 6.994426727
r+4 5.977394597 8.346372717 8.408872717
r+5 2.997516007 7.363382491 7.815472755
r+6 0.9999637303 4.831512105 6.21396137
r+7 0 1.992312117 5.06286517
r+8 0 0 2.917334145
r+9 0 0 0.9979418205
r+10 0.00 0.00 0
